atleta_id;rodada_id;clube_id;posicao_id;pontos_num;preco_num;variacao_num
69345;23;262;2;4;10.56;1
71631;23;275;1;3;14.76;0.51
92696;23;293;5;1.9;6.42;-2.96
72359;23;354;3;0;7.78;0
71162;23;354;4;0;11.24;0
78851;23;354;1;0;8.31;0
99440;23;373;4;11.8;6.38;1.36
72294;23;282;1;10;13.23;1.06
83817;23;1371;5;0.8;6.31;0.13
39148;23;282;5;4.4;21.09;0.38
89493;23;282;3;0;4.57;0
70323;23;1371;6;2.43;4.23;-0.06
83257;23;262;5;6.1;19.02;0.47
38509;23;262;1;7;14.37;-0.28
39850;23;327;6;6.27;7.8;0.6
71571;23;373;1;8;18.11;0.38
70360;23;282;5;1.2;5.67;0.2
42411;23;282;6;4.85;12.63;0.25
80076;23;373;5;-0.9;7.94;-0.39
38231;23;277;5;0;5.32;0
78584;23;286;1;2;5.24;-0.84
42234;23;264;1;2;12.46;-0.11
102598;23;280;5;-0.4;12.52;-1.81
68808;23;265;2;0;8.35;0
38229;23;264;2;6.5;11.24;1.27
82792;23;280;6;2.94;13.34;0.22
61188;23;265;5;0;13.69;0
86759;23;264;4;0;1.74;-0.09
68923;23;264;3;-0.7;6.11;-0.25
93882;23;280;1;4;9.28;0.64
97080;23;354;5;0;0.99;0
90031;23;354;5;0;6.44;0
71691;23;265;4;0;3.41;0
95799;23;280;5;4.6;15.28;0.06
97867;23;280;3;-1.9;7.12;-0.34
84863;23;293;6;0;3.93;0
61033;23;265;4;0;5.98;0
81798;23;265;5;0;10.33;0
69102;23;282;5;0;6.67;0
86264;23;373;2;0;13.33;0
82564;23;315;3;0;3.35;0
63172;23;1371;3;-0.5;4.66;-1.06
90285;23;262;5;7.9;19.21;0.68
51413;23;1371;1;-1;6.68;-1.7
92496;23;280;4;0;7.71;0
100079;23;282;4;-1.9;7.97;-0.46
78435;23;262;5;0;7.5;0
38162;23;266;5;0;7.98;0
51772;23;262;4;11;9.64;1.4
72372;23;356;1;0;7.9;-1.52
82628;23;356;2;0.8;8.02;-0.4
38545;23;275;4;0.1;4.71;0.58
93790;23;373;4;0;3.62;0
89273;23;264;2;0;4;0
101201;23;354;5;0;3;0
90309;23;356;5;-0.6;7.99;0.47
102457;23;373;4;0;2;0
94286;23;315;5;0;5.43;0
87342;23;284;3;0;8.34;0
72018;23;276;1;0;14.91;-1.39
105809;23;373;3;0;1;0
68911;23;284;5;-0.1;11.26;-1.49
38588;23;1371;5;0.8;9.25;-0.09
90590;23;265;1;0;7.44;0
106826;23;1371;5;0;4.09;0
38909;23;262;4;0;5.13;0
38877;23;282;2;6;8.25;0.47
88312;23;282;3;4.4;9.03;-0.38
78445;23;262;2;5.8;6.29;0.79
107854;23;373;4;0;1.13;0
96652;23;282;4;1.4;4.49;0.14
73465;23;266;3;0;9.19;0
38648;23;292;4;4.8;4.99;0.83
38279;23;356;5;2.5;6.19;0.29
98057;23;354;6;0;6.43;0
42145;23;266;2;0;9.93;0
93653;23;265;5;0;2.19;0
93791;23;265;4;0;5.88;0
80853;23;284;3;0;6.96;0
52253;23;282;3;0;9.83;0
68727;23;282;2;0;7.01;0
81682;23;266;4;0;5.21;0
91573;23;276;3;5.1;8.99;-0.51
100943;23;265;3;0;6.67;0
73620;23;276;3;0;8.19;0
68928;23;282;1;0;5;0
81091;23;282;4;0;6.99;-0.36
38141;23;276;3;-0.4;8.54;-0.52
88368;23;354;2;0;6.32;0
39656;23;282;4;0;2.8;0
94968;23;265;2;0;3.51;0
97899;23;265;2;0;11.08;0
97062;23;265;4;0;8;0
87009;23;282;4;0;4.51;0
101290;23;284;5;3;9.83;-0.35
38144;23;284;2;-1.8;8.76;-0.31
98672;23;282;5;1.2;7.5;-0.18
86485;23;282;5;10.6;11.75;1.62
91702;23;280;5;0;1.94;0
101484;23;265;4;0;2.85;0
85004;23;266;1;0;13.42;0
105294;23;265;4;0;3;0
93637;23;280;5;0;5;0
86686;23;282;4;0.4;4.66;0.03
38138;23;264;5;0;7.86;0
69138;23;276;5;0;4.26;0
85931;23;282;4;0;6.05;0
83433;23;285;4;3;9.47;-0.34
90061;23;354;2;0;6.42;0
79113;23;285;3;-2.6;7.14;-1.66
97425;23;282;3;0;2.68;0
87552;23;276;5;0;5.64;0
91260;23;276;1;0;1.92;0
81031;23;286;6;2.2;6.74;-0.67
