atleta_id;rodada_id;clube_id;posicao_id;pontos_num;preco_num;variacao_num
111332;7;286;4;0;1;0
78548;7;277;4;11.3;12.65;2.15
38162;7;266;5;0;6.85;0
73974;7;277;4;0;2.93;0
111721;7;286;2;0;2;0
87225;7;293;3;5.9;9.19;1.07
78077;7;277;2;10;5.88;2.33
79035;7;277;3;7.1;7.24;0.8
62086;7;277;2;3.2;4.09;0.64
81677;7;277;4;0.9;7.6;-0.24
85425;7;277;1;7;4.13;1.29
71631;7;275;1;0;18.45;0
111333;7;286;5;3.2;3.78;-0.19
101580;7;277;4;0;2;0
94044;7;277;1;0;7.04;0
101600;7;277;3;0;3;0
86797;7;277;5;0;5;0
93377;7;277;4;0;6;0
37245;7;354;6;1.6;7.93;-0.42
90566;7;277;4;0;2;0
103445;7;277;5;5.4;8.85;1.06
99119;7;277;5;0;2.37;0
38750;7;262;2;6.2;7.16;1.14
71602;7;327;2;0;5.73;0
92696;7;293;5;0.8;6.17;-0.04
104580;7;277;4;0;5;0
42500;7;264;2;1.7;11.26;-0.49
38394;7;293;3;9.6;12;1.91
71571;7;373;1;2;17.8;-0.85
80076;7;373;5;-1.7;8.34;-0.65
106629;7;277;3;0;2;0
105899;7;277;4;2.4;2.84;-0.16
107954;7;277;5;0;2;0
93790;7;373;4;-0.2;3.29;-0.32
105111;7;277;5;0;4;0
110415;7;277;5;0;1.51;0
109497;7;277;5;0;2.74;0
42411;7;282;6;1.94;10.56;-0.19
103515;7;327;4;0;1.79;0
109830;7;277;3;0;2;0
72294;7;282;1;2;10.51;-0.3
86264;7;373;2;1.7;14.72;-1.54
71691;7;265;4;-0.2;4.11;-0.5
89493;7;282;3;0;4.85;0
39148;7;282;5;3.5;19.92;-1.01
69102;7;282;5;0;6.82;0
70360;7;282;5;0;5.79;0
73975;7;265;6;3.65;8.83;0.23
87470;7;265;4;0.3;14.34;-0.36
90917;7;293;5;1.3;6.56;-0.07
81798;7;265;5;1.3;11.46;-2.03
68808;7;265;2;1.4;6.67;0.28
61033;7;265;4;7.8;5.7;1.38
61188;7;265;5;-1.1;13.19;-0.8
82792;7;280;6;8.08;14.36;0.9
92496;7;280;4;9.5;8.49;1.64
78584;7;265;1;0;6;0
95799;7;280;5;2.6;16.02;-1.04
71162;7;354;4;-0.4;12.32;-1.38
97867;7;280;3;13.5;10.08;2.38
78851;7;354;1;1;4.96;-0.9
101201;7;354;5;0;3;0
94286;7;315;5;-0.6;4.55;-0.24
93882;7;280;1;7.5;8.76;1.26
97080;7;354;5;0;1.31;0
102598;7;280;5;6.4;15.41;0.07
90031;7;354;5;4.4;7.37;0.02
72359;7;354;3;0;7;0
86759;7;264;4;0;1.86;0
93108;7;264;4;-0.2;5.06;-0.83
82564;7;315;3;0;4.17;0
42234;7;264;1;4;11.27;0.42
83817;7;1371;5;2.5;5.97;0.26
51413;7;1371;1;6;6.67;0.85
39850;7;327;6;3.04;5.3;0.29
78715;7;264;4;0;2.08;0
78445;7;262;2;-0.1;5.23;-0.36
68923;7;264;3;3.9;6.22;-0.04
38229;7;264;2;0;10.7;0
63172;7;1371;3;6.6;6.33;1.47
69345;7;262;2;0;11.84;0
38509;7;262;1;3;14.22;-0.22
83257;7;262;5;0;22;0
97341;7;262;6;2.65;12.07;-0.48
111578;7;293;6;4.28;10.1;0.4
90285;7;262;5;2.8;18.94;-3.3
73465;7;266;3;-2.9;9.4;-1.04
38909;7;262;4;4.2;6.84;0.79
73800;7;262;3;0;11.03;0
38913;7;266;4;0;3.24;0
51772;7;262;4;0;8.35;0
78435;7;262;5;3.8;7.9;0.29
68835;7;286;5;0;5;0
79437;7;266;6;2.49;8.58;0.27
72595;7;373;1;0;3;0
85004;7;266;1;2;14.29;-0.11
110607;7;277;4;-0.2;6.66;-0.63
81682;7;266;4;10.3;6.7;2.12
104095;7;327;2;0;1;0
78497;7;373;2;0;6.96;0
86444;7;373;5;-0.6;2.13;-0.87
106835;7;293;3;0;2;0
86770;7;373;4;0;8.75;0
110605;7;277;4;0;2.69;-0.16
111636;7;277;2;0;1;0
111650;7;327;4;0;1;0
60969;7;292;2;0;5.4;0
105889;7;327;4;0;1.93;0
106704;7;327;5;-0.5;1.12;-0.12
87262;7;373;4;3.7;3.54;0.93
98022;7;293;2;0.9;3.55;0.39
91203;7;373;3;-2.2;8.9;-1.5
101681;7;327;1;0;1;0
105809;7;373;3;0;1;0
68832;7;292;4;0;3.5;0
109246;7;327;5;2.9;1.45;0.45
92146;7;373;5;0.2;2.8;-0.53
103295;7;280;4;1;8.38;-0.22
107854;7;373;4;0;1;0
91639;7;373;2;3.9;12.23;-0.47
95794;7;373;3;-3.7;6.39;-2.51
38138;7;264;5;8.6;7.63;0.35
103773;7;327;2;0;1;0
94514;7;373;3;0;3.58;0
38315;7;293;4;-0.1;6.65;-0.25
96966;7;373;5;0.4;4.13;-1.04
96328;7;373;4;0;2;0
69012;7;293;1;1;13.95;-0.95
42491;7;293;2;0;5;0
83048;7;292;3;6;4.19;1.38
78856;7;292;4;3.6;3.89;1.2
108201;7;327;4;0;1.4;0
82876;7;292;4;1.6;4.45;-0.28
102457;7;373;4;0;2;0
70986;7;293;4;4;6.27;-0.23
93797;7;293;2;0;12.02;0
83772;7;292;5;2.6;4.97;0.37
97245;7;373;5;3.6;4.31;0.69
97133;7;373;2;2.7;12.16;-0.68
69705;7;293;4;0;8.51;0
99440;7;373;4;0.9;2.88;0.14
81585;7;293;4;0;2.81;0
91866;7;293;3;-1.5;5.19;-0.69
86391;7;292;2;0;5.27;0
106826;7;1371;5;6.7;4.8;0.99
38545;7;275;4;0;5.87;0
94444;7;293;5;3.1;7.89;-0.47
38196;7;284;4;0;4.31;0
95127;7;293;2;0;6.49;0
97879;7;293;4;0;2;0
101960;7;293;5;0.4;4.83;-0.2
38877;7;282;2;2.5;6.38;0.19
39656;7;282;4;0;4;0
38588;7;1371;5;2.5;9.64;-0.63
38939;7;276;2;-2.7;7.41;-1.06
42145;7;266;2;8.6;11.91;1.56
104502;7;293;4;2.3;8.83;-0.6
102253;7;293;3;0;4;0
68928;7;282;1;0;5;0
81091;7;282;4;2.2;7.77;0.35
52253;7;282;3;2.1;9.15;0.35
105208;7;293;1;0;3;0
68727;7;282;2;0;7.5;0
85931;7;282;4;2.5;7.26;0.02
104513;7;293;2;-2.2;9.1;-1.35
87009;7;282;4;0;5.84;0
86485;7;282;5;1.5;11.94;-0.48
86686;7;282;4;-0.2;5.99;-0.37
96652;7;282;4;1.6;4.7;0.25
105909;7;293;5;0;3;0
71113;7;315;4;1.4;2.49;0.27
86711;7;293;4;0;0.76;0
87393;7;282;3;1.8;7.42;-0.68
97425;7;282;3;0;2.68;0
101715;7;280;5;0;4.96;0
88312;7;282;3;0;8.77;0
98672;7;282;5;0;6.82;0
84428;7;354;4;2;12.02;-0.37
82634;7;265;4;0;1.67;0
101717;7;282;5;0;4.15;0
101319;7;282;2;1.7;9.09;-0.11
100079;7;282;4;0.3;5.89;-0.05
38648;7;276;4;-2;4.82;-2.18
104655;7;282;5;0;1.24;0
87552;7;276;5;0.2;4.76;-0.55
91573;7;276;3;0;9;0
106843;7;282;4;0;1.11;0
109461;7;282;4;-0.5;2.06;-0.25
85586;7;265;4;2.6;3.57;0.38
73620;7;276;3;0.5;8.05;-0.99
91521;7;276;5;-1.5;4.83;-0.6
80189;7;265;3;0;6;0
90590;7;265;1;0;8.05;0
38141;7;276;3;0;10.65;0
72018;7;276;1;5;16;0.72
42259;7;276;4;0;4;0
86863;7;265;3;8.9;5.15;2.05
89273;7;265;2;0;4;0
88544;7;354;2;-0.5;0.76;0.05
109463;7;282;5;0;3.41;0
69138;7;276;5;0.3;3.63;0
38133;7;280;1;0;2;0
92182;7;265;3;1.8;12.22;-0.16
90061;7;354;2;-1.7;4.05;-0.37
93653;7;265;5;7.7;2.95;1.69
70784;7;276;5;0;5.05;0
90846;7;354;3;0;3.61;0
93791;7;265;4;10.2;8.2;2.36
61141;7;265;3;0;4.78;0
62024;7;280;2;3.3;4.24;0.64
91260;7;276;1;0;3;0
53148;7;280;5;2.4;15.86;-3.04
94297;7;354;4;0;3;0
94968;7;265;2;0;2.98;-0.02
97062;7;265;4;0;8;0
97899;7;265;2;-0.5;9.61;-1.27
97645;7;276;1;0;1;0
84674;7;280;4;4.8;15.38;0.56
88423;7;280;2;0;12.85;0
98274;7;354;5;0.7;9.29;-0.26
100943;7;265;3;0;7.32;0
100761;7;276;4;0.6;4.13;-1
100084;7;276;4;0.9;3.8;-0.43
96340;7;354;4;3;10.8;-1.32
102909;7;276;4;-0.1;4.22;-1.28
90768;7;280;3;6.2;11.77;1.19
101728;7;276;3;5.8;4.15;1.04
101484;7;265;4;0;2.77;0
96342;7;354;4;0.7;1.98;0.04
99151;7;354;3;0;0.71;0
105294;7;265;4;-2.4;2.32;-2.04
93637;7;280;5;0;5;0
98529;7;354;4;0;6.28;0
100763;7;276;4;0;8.48;0
38144;7;284;2;7.8;10.57;1.31
91702;7;280;5;0;3;0
73896;7;315;5;7.8;4.65;1.27
106824;7;276;2;-0.8;2.61;-0.48
101709;7;354;3;0;2;0
102464;7;354;2;1.7;1.34;0.34
104074;7;276;3;0;3;0
95770;7;280;4;0;4;0
108713;7;276;5;0;1.51;0
98909;7;280;5;0.6;6.33;-0.53
92811;7;276;5;0;2.63;0
100103;7;280;5;0;3.68;0
100333;7;286;5;1.8;2.01;0.34
81952;7;354;4;0;1.54;0
104125;7;354;5;0;11.26;0
104080;7;354;1;0;1;0
104459;7;354;5;0;10.78;0
105336;7;354;4;0;1;0
88368;7;354;2;-3.5;4.53;-0.96
95466;7;276;2;0;7.78;0
108176;7;354;3;-0.7;2.11;-1.31
106822;7;276;4;2;3.04;0.63
103695;7;280;4;0;2.38;0
100848;7;280;2;0;11.89;0
101398;7;280;5;0;3.41;0
87402;7;354;3;-0.1;0.76;0
106819;7;354;1;0;1.15;0
105503;7;354;2;0;1;0
88427;7;354;4;3.5;3.29;0.63
63289;7;285;4;3.2;18.62;0.19
112108;7;315;3;0;1;0
72389;7;315;5;0.9;1.42;0.16
68929;7;315;5;0;4;0
104500;7;280;5;0;2;0
104017;7;280;1;0;1;0
104625;7;280;2;11.9;5.1;2.1
105301;7;280;5;0;4;0
62977;7;266;4;3.4;5.02;0.64
69214;7;315;5;-0.3;2.95;-0.65
107543;7;280;2;10.2;4.8;2.12
78151;7;315;1;0;3;0
78991;7;315;4;0;1.84;0
109127;7;315;3;0;1;0
111594;7;282;3;0;2;0
74159;7;266;5;-1.9;3.78;-0.54
68872;7;285;1;0;7.25;0
107110;7;280;3;0;4.97;0
70132;7;315;4;0;3;0
78478;7;262;3;0.1;9.32;-0.29
111172;7;327;1;0;1;0
94583;7;262;5;3.1;11.87;-0.94
111175;7;327;3;0;1;0
61149;7;266;5;0;3.36;0
42140;7;315;3;1.3;4.79;-0.01
69041;7;266;1;0;4;0
50427;7;315;3;0;3;0
112708;7;327;3;0;1;0
110189;7;262;3;0;2;0
109426;7;280;2;0;3.03;0
110465;7;262;4;0;1;0
111694;7;262;5;0;1;0
83528;7;262;3;0;4;0
108385;7;280;3;0;2;0
107742;7;285;3;0;1;0
104362;7;356;5;0;2;0
81951;7;266;2;0;4;0
73384;7;266;2;0;8.36;0
78248;7;262;3;1.8;4.21;-0.79
106299;7;280;3;5;3.37;1.1
80318;7;315;2;0;2.09;0
107741;7;285;2;0;1;0
92291;7;262;3;0;5;0
102295;7;275;5;0;2;0
100840;7;284;3;0;2;0
84342;7;266;5;0.1;4.71;-0.94
84382;7;266;2;-2;3.78;-0.54
89637;7;262;4;0;5.3;-1.7
80779;7;315;3;0;3;0
75295;7;285;5;0;13;0
101729;7;315;5;0;2.92;0
110624;7;275;1;0;1;0
82943;7;315;2;0.9;4.17;0.17
98333;7;262;1;0;2;0
87747;7;266;4;2.6;6.55;0.2
107792;7;284;3;0;1;0
107800;7;284;4;0;1;0
93834;7;315;1;0;5;0
99392;7;262;5;1.5;3.92;-0.19
60859;7;354;5;-0.7;4.38;-1.62
90569;7;1371;4;0.6;2.6;-0.26
110598;7;275;5;0;1;0
91708;7;266;3;1.2;10.06;-0.15
101574;7;262;1;0;6;0
111534;7;292;3;0;1;0
110885;7;275;4;0;1;0
82640;7;292;5;1.4;3.08;0.31
94306;7;266;3;0;2;0
101431;7;277;3;0;3.24;0
102318;7;266;5;0;11.63;0
101733;7;265;4;-0.1;0.76;-0.24
92180;7;315;6;3.04;4.54;0.27
87691;7;315;4;0;2.74;0
86629;7;373;2;0;2;0
104079;7;262;1;0;1;0
92193;7;315;4;4;6.78;-0.16
101597;7;262;2;0;3;0
101727;7;262;2;0.1;6.37;-0.82
77544;7;354;4;8.2;11.91;1.14
113558;7;280;5;0;1;0
105612;7;266;4;0;3;0
98412;7;315;1;0;5.83;0
110988;7;373;1;0;1;0
107759;7;285;1;0;0.71;0
109573;7;266;4;3.6;4.32;0.77
78237;7;286;3;0;2.53;0
104521;7;277;4;0;1.32;0
104282;7;262;5;0;2;0
94288;7;315;4;-2.4;2.54;-0.76
107748;7;284;1;0;1;0
110759;7;266;5;0;4;0
62130;7;286;2;3.3;3.63;0.44
110190;7;262;4;0;1;0
101594;7;262;4;-1.7;1.6;-0.48
98419;7;315;4;0;3.14;0
62114;7;285;5;0;7.86;0
111829;7;266;5;-1;2.67;-0.63
107107;7;262;3;0;2;0
113663;7;275;5;0;1;0
