atleta_id;rodada_id;clube_id;posicao_id;pontos_num;preco_num;variacao_num
38231;36;277;5;0;4.7;0
71631;36;275;1;0;13.95;0
42500;36;264;2;2.9;12.15;0.95
61033;36;265;4;0;5.96;0
102598;36;280;5;1.4;12.81;-1.78
94286;36;315;5;0;5.27;0
38750;36;262;2;0;8.88;0
37245;36;265;6;0;9.76;0
95799;36;280;5;13.1;17.39;1.16
97867;36;280;3;-1.3;7.56;-1.08
71602;36;327;2;0;5.64;0
71162;36;354;4;0;13.36;0
39850;36;284;6;0;7.71;0
93790;36;373;4;0;3.96;0
82564;36;315;3;0;2.82;0
101201;36;354;5;0;3;0
42411;36;282;6;2.16;12.74;-0.19
78851;36;354;1;0;7.22;0
42234;36;264;1;7.5;13.24;1.49
38394;36;293;3;0.2;8.23;0.2
73465;36;266;3;0;9.8;0
84863;36;293;6;1.01;3.97;0.15
51413;36;1371;1;-1;7.85;-1.37
63172;36;1371;3;1.8;5.63;-0.56
86759;36;264;4;0;1.81;0
92696;36;293;5;0;6.17;0
87225;36;293;3;1.6;7.74;0.05
83817;36;1371;5;3.3;6.77;0.02
71571;36;373;1;0;16.35;0
80076;36;373;5;0;7.6;0
86264;36;373;2;0;12.98;0
38229;36;264;2;9.1;12.11;0.79
70323;36;1371;6;1.63;4.78;-0.27
89493;36;282;3;0;5.34;0
39148;36;282;5;15.6;23.67;0.69
68923;36;264;3;3.4;7.35;0.4
72294;36;282;1;2;12.26;-1.04
70360;36;282;5;0.3;5.48;0.05
90031;36;354;5;1.7;6.8;-0.16
97080;36;354;5;3.8;1.95;-0.77
72359;36;354;3;0.9;6.8;0.05
82792;36;280;6;2.56;13.35;0.46
69102;36;282;5;0.7;6.24;0.08
71691;36;265;4;0;3.41;0
68808;36;265;2;0;9.13;0
69345;36;262;2;0;9.59;0
87342;36;284;3;0;7.39;0
83257;36;262;5;11.8;19.95;0.59
85004;36;266;1;1;13.53;-1.06
81682;36;266;4;1;4.85;0.27
78435;36;262;5;0;9.19;0
38509;36;262;1;1;13.12;-0.78
72372;36;356;1;0;7.61;0
38162;36;266;5;2.8;6.85;-0.44
90285;36;262;5;7;18.96;0.24
