atleta_id;rodada_id;clube_id;posicao_id;pontos_num;preco_num;variacao_num
70360;34;282;5;0;5.47;0
84863;34;293;6;0;3.82;0
71602;34;327;2;0;5.64;0
38231;34;277;5;1.7;4.87;0.23
71631;34;275;1;1.5;13.95;0.02
72294;34;282;1;5;12.26;0.02
37245;34;265;6;5.65;9.76;0.7
38750;34;262;2;3.3;8.88;-0.62
89493;34;282;3;7;5.34;0.48
42500;34;264;2;9.2;12.88;1.4
87225;34;293;3;0;7.69;0
70323;34;1371;6;4.32;5.05;-0.07
71571;34;373;1;0;16.35;-1.43
61033;34;265;4;3.1;5.96;0.44
61188;34;265;5;0;12.35;0
39148;34;282;5;15.2;22.54;2.61
93790;34;373;4;1.3;3.96;-0.03
38509;34;262;1;8;13.9;0.31
95799;34;280;5;0;16.23;0
90285;34;262;5;0;18.72;0
51772;34;262;4;8;8.91;0.5
63172;34;1371;3;6.6;6.19;0.04
73800;34;262;3;1;10.03;-1.21
80076;34;373;5;1.4;7.6;-0.06
78584;34;286;1;1;5.26;-0.71
73465;34;266;3;5;9.3;0.75
42411;34;282;6;5.92;12.95;0.06
81798;34;265;5;2.7;9.23;1
38394;34;293;3;0;8.03;0
69102;34;282;5;0;7.01;0
86264;34;373;2;0;12.98;0
97867;34;280;3;0;8.64;0
69345;34;262;2;1.1;9.59;-0.94
85004;34;266;1;7;14;0.59
83257;34;262;5;12.3;19.36;0.25
92696;34;293;5;0;6.17;0
90309;34;356;5;1.6;8.16;0.08
82628;34;356;2;6.9;8.78;0.99
68808;34;265;2;5.2;9.13;0.68
38909;34;262;4;0;4.72;0
82792;34;280;6;0;12.89;0
68911;34;284;5;1;11.07;-0.8
93882;34;280;1;0;10;0
92496;34;280;4;0;7.71;0
102598;34;280;5;0;14.59;0
78445;34;262;2;0;6.6;0
78435;34;262;5;9.3;9.19;1.42
80853;34;284;3;-0.5;6.38;-0.73
71162;34;354;4;4.9;11.85;-2.02
87342;34;284;3;3.5;7.39;-0.57
78851;34;354;1;2;7.22;0.42
83817;34;1371;5;0;6.75;0
97341;34;276;6;0;11.52;0
98057;34;354;6;0.76;6.14;-1.21
90031;34;354;5;0;8.56;0
101290;34;284;5;5.2;10.42;-1.27
39850;34;284;6;4.72;7.71;-0.41
71691;34;265;4;0;3.41;0
81031;34;327;6;0.89;6.98;-0.63
38229;34;264;2;6.8;11.32;0.88
72772;34;275;5;0;7.62;0
42234;34;264;1;6;12.62;0.64
68923;34;264;3;7;7.66;1.02
72359;34;354;3;0;7.56;0
101201;34;354;5;0;3;0
97080;34;354;5;-1;0.9;-1.32
37674;34;286;4;0;3.7;0
51413;34;1371;1;9;9.22;0.25
82564;34;315;3;-0.6;2.82;0.01
94286;34;315;5;0;5.27;0
81682;34;266;4;-0.1;4.58;0.11
82455;34;275;4;3.5;5.13;0.52
68872;34;285;1;4;6.56;0.27
83433;34;285;4;1.6;9.38;-0.05
79113;34;285;3;0.2;7.18;0.1
86970;34;327;3;0.7;4.36;-0.89
71684;34;275;3;-0.1;9.7;-0.72
87999;34;275;4;2.4;13.61;-0.14
94509;34;275;4;3.9;14.57;0.69
82407;34;286;4;0;3.88;0
86759;34;264;4;0;1.73;0
68952;34;277;5;0;17.38;0
38162;34;266;5;8.4;7.39;1.34
72580;34;327;1;1;7.64;-0.69
82381;34;327;4;-1.9;5.79;-1.21
80287;34;276;5;0;9.9;0
50645;34;327;2;0;3.38;0
79334;34;327;3;-1.3;3.13;-0.99
93550;34;276;4;0;5.87;0
110506;34;275;6;2.17;11.88;0.09
90264;34;327;5;0;6.25;0
104095;34;327;2;0;1;0
38279;34;356;5;-0.1;5.24;-0.3
88916;34;373;1;0;4.04;0
94068;34;327;5;0;2.95;0
81776;34;327;4;0;2.81;0
90700;34;327;3;0;4.48;0
72372;34;356;1;0;7.61;0
103773;34;327;2;0;1;0
101314;34;327;5;1.6;8.51;-0.23
95352;34;276;2;0;5.61;0
101681;34;327;1;0;1;0
97317;34;327;4;0;2.66;0
69012;34;293;1;0;12.46;0
108201;34;327;4;0;1.53;0
102905;34;327;4;0;1.69;0
104513;34;293;2;0;7.49;0
99878;34;327;5;0;3.12;0
96055;34;327;4;1.1;1.9;0.02
38138;34;264;5;16.6;10.24;2.81
109246;34;327;5;0;1.45;0
82276;34;327;5;-0.1;2.01;-0.01
80079;34;327;1;0;1;0
92146;34;373;5;2.5;4.21;0
87262;34;373;4;1.3;3.57;0.17
103515;34;327;4;0;1.93;0
109463;34;282;5;0;2.04;0
95127;34;293;2;0;4.84;0
94444;34;293;5;0;6.98;0
107854;34;373;4;0;1.12;0
106835;34;293;3;0;1.46;0
94514;34;373;3;0;4.74;0
90917;34;293;5;0;4.47;0
70986;34;293;4;0;5.01;0
86388;34;327;4;0.6;5.46;0
81585;34;293;4;0;2.48;0
91866;34;293;3;0;5.56;0
93797;34;293;2;0;9.83;0
101708;34;277;2;2.4;9.91;-0.27
104502;34;293;4;0;6.29;0
109461;34;282;4;0;2.12;0
97133;34;373;2;1.5;10.42;-0.94
105208;34;293;1;0;2.46;0
100762;34;293;5;0;4.76;0
71937;34;327;4;0;7.09;0
102253;34;293;3;0;4;0
78497;34;373;2;0.8;7.2;-0.57
86770;34;373;4;9.9;9.53;1.81
91783;34;327;2;0;2.5;0
69705;34;293;4;0;9.45;0
105889;34;327;4;0;1.86;0
91203;34;373;3;-0.6;7.16;-1
105909;34;293;5;0;1.91;0
80189;34;265;3;0;4.08;0
78850;34;276;2;0;10.54;0
60825;34;327;5;1.7;7.25;-0.29
95794;34;282;3;7.2;9.41;0.06
106704;34;327;5;1.7;1.62;0.12
97245;34;373;5;1.6;4.3;-0.03
111650;34;327;4;0;1;0
42491;34;293;2;0;3.39;0
85586;34;265;4;0;2.87;0
98022;34;293;2;0;4.45;0
38877;34;282;2;1.9;7.51;-0.34
102457;34;373;4;0;2;0
91639;34;373;2;0;11.7;0
68835;34;286;5;0;3.14;0
105809;34;373;3;0;1;0
106826;34;1371;5;0;4.09;0
72595;34;373;1;0;2.88;0
99440;34;373;4;0;5.34;0
52253;34;282;3;4.3;9.4;-0.49
68928;34;282;1;0;5;0
68727;34;282;2;0;7.27;0
81091;34;282;4;1.3;7.35;0.03
85931;34;282;4;0;5.83;0
38545;34;275;4;0;4.49;0
