atleta_id;rodada_id;clube_id;posicao_id;pontos_num;preco_num;variacao_num
72772;3;275;5;0;8.78;-1.26
94509;3;275;4;9.2;12.13;2.19
78850;3;276;2;0.1;12.12;-1.14
69138;3;276;5;0;4.32;-1.25
72018;3;276;1;-0.5;17.61;-1.42
80287;3;276;5;0.8;9.6;-1.05
73620;3;276;3;-5.1;6.81;-2.54
103912;3;276;6;0.4;9.1;-0.73
50353;3;356;3;7.3;8.95;1.59
80692;3;275;3;3.1;4.69;0.6
68952;3;277;5;5.2;18.08;-0.08
42234;3;264;1;1;11.27;-1.26
97450;3;264;5;5.5;6.72;1.36
42500;3;264;2;1.1;10.57;-1
71631;3;275;1;0;18.45;0
103099;3;356;4;5.8;8.89;1.33
87999;3;275;4;7.2;11.32;1.32
38750;3;262;2;7.8;7.19;1.83
37245;3;354;6;4.19;8.42;0.74
38394;3;293;3;4.6;11.23;0.46
94068;3;327;5;-0.3;1.59;-0.3
87225;3;293;3;6.1;9.77;0.93
86264;3;373;2;0;14.8;0
71571;3;373;1;0;20.23;0
42411;3;282;6;5.97;10.44;0.95
80076;3;373;5;0;11.24;0
71602;3;327;2;-0.7;4.2;-1.8
39148;3;282;5;1.5;19.64;-1.55
93790;3;373;4;0;4.57;0
92696;3;293;5;-0.1;7.46;-0.81
72294;3;282;1;6;11.04;0.79
89493;3;282;3;6.6;4.85;1.64
70360;3;282;5;0;7;0
61033;3;265;4;-0.1;3.9;-0.67
87470;3;265;4;2.6;17.4;-0.24
61188;3;265;5;2.6;12.18;-1.1
69102;3;282;5;0;6.82;0
78584;3;265;1;0;6;0
68808;3;265;2;0;9;0
81798;3;265;5;2.4;11.54;0
73975;3;265;6;1.25;8.08;-0.29
71691;3;265;4;0.3;4.72;-0.5
92496;3;280;4;4.5;5.25;0.25
93882;3;280;1;0;7.04;-0.62
82792;3;280;6;4.43;12.9;0.43
71162;3;354;4;0.7;14.25;-1.74
97867;3;280;3;1.8;7.12;0.03
95799;3;280;5;11.3;15.8;2
102598;3;280;5;3.7;14.53;0.61
78851;3;354;1;7;5.86;2
101201;3;354;5;0;3;0
97080;3;354;5;0;1.44;-0.93
90031;3;354;5;0;8;0
72359;3;354;3;0;7;0
93108;3;264;4;2.6;5.59;-0.54
82564;3;315;3;0;4.17;0
94286;3;315;5;2.5;6.02;-0.18
78715;3;264;4;1.9;2.73;0.31
38229;3;264;2;0.7;11.66;-1.56
83817;3;1371;5;0;6.92;0
83257;3;262;5;0;22;0
86759;3;264;4;0.1;2.14;-0.23
68923;3;264;3;-0.1;4.65;-0.84
51413;3;1371;1;0;3.31;0
69345;3;262;2;0;11.84;0
63172;3;1371;3;0;4.92;0
82455;3;275;4;0;4.52;0
90285;3;262;5;9.1;18.93;0.41
98974;3;275;2;0;9.4;0
110506;3;275;6;2.99;9.84;-0.04
87098;3;286;5;0;11.77;0
78435;3;262;5;14.9;8.89;3.88
93550;3;276;4;0;9;0
38509;3;262;1;6.5;16.57;-0.14
89256;3;262;4;8.3;11.03;0.73
101708;3;277;2;8;8.88;2.09
71684;3;275;3;0;12.67;0
84847;3;277;3;2.2;4.54;0.4
38277;3;292;4;0;12.48;0
95352;3;276;2;0;9;0
96055;3;327;4;0.7;2.46;-0.54
88916;3;292;1;0;6;0
79334;3;327;3;0.5;2.39;-0.61
101077;3;292;6;0.31;3.97;-0.22
82381;3;327;4;2.4;4.34;0.36
60825;3;327;5;-0.2;5.85;-0.57
72580;3;327;1;2;5.54;0.13
50645;3;327;2;0;3.35;-0.44
86970;3;327;3;1;0.88;0.17
71937;3;327;4;2.7;6.11;-0.89
81776;3;327;4;1.9;5.65;0.19
90264;3;327;5;0;6.27;0
86388;3;327;4;3.5;5.21;0.65
104127;3;265;2;-0.3;4.16;-0.29
88669;3;327;5;0;5;0
97317;3;327;4;0;2.75;0
91783;3;327;2;2.4;1.45;0.7
105807;3;266;3;0;1;0
104257;3;1371;2;0;1.5;0
86864;3;327;2;0;4.61;0
99878;3;327;5;0;4;0
102905;3;327;4;0;3;0
90700;3;327;3;1.4;2.27;0.22
91856;3;292;2;2.6;4.37;0.46
91808;3;264;1;0;2;0
107179;3;264;1;0;2;0
105411;3;265;5;0;2;0
82609;3;327;5;0;1;0
104095;3;327;2;0;1;0
109618;3;373;1;0;2;0
108539;3;264;1;0;1;0
111176;3;327;5;0;1;0
103515;3;327;4;0;2.85;0
111650;3;327;4;0;1;0
101314;3;327;5;5.3;7.19;1.2
105889;3;327;4;0;1.04;0
80079;3;327;1;0;1;0
38939;3;276;2;0;11;0
82276;3;327;5;0;4;0
101681;3;327;1;0;1;0
108201;3;327;4;-0.8;1.67;-0.57
42145;3;266;2;-1.4;10.1;-1.74
106704;3;327;5;0;2;0
38877;3;282;2;4.9;7.17;0.81
42491;3;293;2;0;5;0
109246;3;327;5;0;1;0
69012;3;293;1;6.5;15.85;0.82
39656;3;282;4;0;4;0
52253;3;282;3;7.2;9.76;1.39
38315;3;293;4;0;8.62;0
103773;3;327;2;0;1;0
68928;3;282;1;0;5;0
68727;3;282;2;0;7.2;0
81091;3;282;4;9.5;8.04;2.65
69705;3;293;4;5.2;8.51;0.58
85931;3;282;4;7.7;7.1;2.1
86686;3;282;4;0;6.04;0
86485;3;282;5;3.8;13.14;-2.86
87009;3;282;4;-0.2;3.02;-1.16
86711;3;293;4;2.2;1.08;0.37
81585;3;293;4;0;3.14;0
87393;3;282;3;0;6.43;0
93797;3;293;2;13.6;15.05;3.35
91866;3;293;3;8.5;6.65;2.32
70986;3;293;4;2.8;5.39;0.34
71479;3;293;4;0;5;0
113250;3;327;1;0;1;0
113251;3;327;3;0;1;0
94444;3;293;5;9.8;7.92;2.79
90917;3;293;5;0.1;7.39;-0.49
95494;3;293;3;0;4;0
101319;3;282;2;5.7;7.79;0.55
95127;3;293;2;0;6.49;0
105176;3;327;5;0;3;0
102253;3;293;3;0;4;0
113252;3;327;4;0;1;0
113253;3;293;5;0;3;0
88312;3;282;3;0;8.77;0
96652;3;282;4;2;3.96;0.14
97879;3;293;4;0;2;0
104420;3;293;5;0;3;0
97425;3;282;3;0;3;0
101960;3;293;5;2.4;5.57;0.42
84428;3;354;4;3.4;12.82;-0.53
104502;3;293;4;-1.5;7.2;-1.5
104513;3;293;2;6.5;10.42;0.88
98672;3;282;5;0;6.82;0
107013;3;315;4;-0.4;1.34;-0.66
101717;3;282;5;0.9;4.43;-0.15
96342;3;354;4;0;2.36;0
105208;3;293;1;0;3;0
100079;3;282;4;0;7.51;0
104655;3;282;5;-0.6;1.27;-0.73
105909;3;293;5;0;3;0
99151;3;354;3;0;0.71;0
98274;3;354;5;0.1;8.77;-0.78
106843;3;282;4;0;1.43;0
101709;3;354;3;0;2;0
68835;3;286;5;0;5;0
109461;3;282;4;0;3;0
98529;3;354;4;1.5;6.28;-0.12
106835;3;293;3;0;2;0
72595;3;373;1;0;3;0
109463;3;282;5;0;3.41;0
111578;3;293;6;6.39;10.25;1.29
80189;3;265;3;0;6;0
102464;3;354;2;0;1.53;0
78497;3;373;2;0;6.96;0
104080;3;354;1;0;1;0
86770;3;373;4;0;10.95;0
82634;3;265;4;1.8;1.67;0.52
104125;3;354;5;-0.8;11.26;-1.11
86444;3;373;5;0;3;0
86863;3;265;3;0;3.79;0
85586;3;265;4;0;3.97;0
105336;3;354;4;0;1;0
104459;3;354;5;0.8;10.78;-0.39
104276;3;266;2;1.4;8.62;-2.38
91203;3;373;3;0;10.87;0
87262;3;373;4;0;3.59;0
108176;3;354;3;0;1.69;0
105503;3;354;2;0;1;0
89273;3;265;2;0;4;0
38138;3;264;5;0;6.06;0
90590;3;265;1;0;8.05;0
98022;3;293;2;0;5;0
92182;3;265;3;2.6;13.01;0.2
93653;3;265;5;1.4;1.9;0.22
103992;3;315;2;0;1;0
97645;3;276;1;0;1;0
106819;3;354;1;0;0.7;0
38632;3;266;3;0;5;0
97537;3;315;2;5.9;7.05;1.22
99440;3;373;4;0;1.49;0
94968;3;265;2;0.1;3.73;-1.27
83528;3;262;3;0;4;0
93791;3;265;4;0.8;6.89;-0.35
101728;3;276;3;0;4;0
111279;3;315;2;0;1;0
38545;3;275;4;2;5.71;0.17
97062;3;265;4;0;8;0
69041;3;266;1;0;4;0
38196;3;284;4;-2.5;4.31;-2.69
61149;3;266;5;0;3.36;0
96725;3;285;2;0;6.19;0
97899;3;265;2;-0.5;9.09;-1.26
100943;3;265;3;2.5;7.44;0.26
97321;3;265;5;0;2.7;0
38588;3;1371;5;0;10.79;0
105294;3;265;4;0.5;1.57;-0.16
101484;3;265;4;-2.4;2.55;-1.91
73384;3;266;2;0.2;9.13;-0.94
81951;3;266;2;0;4;0
94583;3;262;5;0;12.67;0
38144;3;284;2;-2;11.14;-4.86
50317;3;266;3;-0.6;3.49;-1.51
87552;3;276;5;0;6;0
78478;3;262;3;5.8;11.55;0.48
95794;3;373;3;0;6.84;0
38648;3;276;4;0;7;0
84342;3;266;5;3.4;5.65;-0.27
42259;3;276;4;0;4;0
91639;3;373;2;0;12.22;0
111282;3;315;1;0;1;0
92146;3;373;5;0;3.2;0
100084;3;276;4;-0.1;4.23;-1.48
102457;3;373;4;0;2;0
69014;3;266;3;0;5.83;-0.9
91521;3;276;5;-0.2;4.74;-0.66
94514;3;373;3;0;4;0
100761;3;276;4;0.9;3.19;-0.78
91573;3;276;3;0;9;0
107797;3;284;4;0;2;0
111281;3;315;1;6;2.81;1.81
50324;3;266;4;0;5;0
96966;3;373;5;0;5;0
96328;3;373;4;0;2;0
62129;3;266;4;0.3;1.83;-0.11
105809;3;373;3;0;1;0
38141;3;276;3;2;10.65;-0.24
106826;3;1371;5;0;4;0
112108;3;315;3;0;1;0
70784;3;276;5;1.8;5.4;0.21
90444;3;285;2;0;4.92;0
74159;3;266;5;10.3;6.97;3.14
97133;3;373;2;0;12.77;0
107854;3;373;4;0;1;0
62977;3;266;4;5.8;5.7;0.7
91260;3;276;1;0;3;0
109127;3;315;3;0;1;0
105584;3;264;2;0;6.74;0
104664;3;264;5;0;2;0
102909;3;276;4;0;5.5;0
63354;3;285;3;0;7;0
97245;3;373;5;0;3.36;0
84382;3;266;2;0;6;0
92291;3;262;3;0;5;0
86410;3;275;2;3.4;5.48;0.71
78248;3;262;3;0;5;0
89637;3;262;4;0;7;0
105629;3;266;1;0;2;0
103706;3;282;4;0;1;0
90569;3;1371;4;0;3;0
80583;3;275;4;0;5;0
88033;3;275;3;0;5.64;0
87747;3;266;4;8.7;7.73;2.31
109563;3;1371;3;0;2;0
104754;3;356;6;4.25;8.52;0.6
111466;3;292;2;0;1;0
86777;3;275;4;0;4;0
91708;3;266;3;2.1;10.33;-0.6
98333;3;262;1;0;2;0
99392;3;262;5;1.2;2.97;-0.3
113295;3;327;3;0;1;0
94306;3;266;3;0;2;0
101574;3;262;1;0;6;0
110745;3;277;4;0;1.43;0
104079;3;262;1;0;1;0
85083;3;275;1;0;3;0
100846;3;275;2;0;2.31;0
98619;3;275;3;0;5;0
109573;3;266;4;0;3.59;0
102302;3;1371;5;0;0.79;0
105612;3;266;4;0;3;0
102318;3;266;5;9.2;11.55;2.58
101727;3;262;2;8.7;5.96;1.96
101597;3;262;2;0;3;0
104282;3;262;5;0;2;0
111832;3;266;2;0;2;0
110759;3;266;5;0;4;0
105811;3;275;5;4;8.56;0.03
62114;3;285;5;-0.1;7.92;-2.17
72362;3;285;4;-0.1;10;-0.92
111829;3;266;5;-0.3;3.29;-0.48
103764;3;275;5;0;5;0
107109;3;262;4;-0.1;3.66;-1.34
95820;3;264;3;0;2;0
103766;3;275;5;0;2;0
98224;3;293;4;0;2;0
103767;3;275;4;0;12.95;0
101594;3;262;4;0;2.78;0
107107;3;262;3;0;2;0
110708;3;266;1;0;1;0
107172;3;275;4;0;3.77;0
63289;3;285;4;12.9;21.07;2.96
107225;3;275;2;0;1;0
107231;3;275;4;0;5.85;0
107111;3;262;4;0;2;0
71844;3;285;5;1.9;6.56;-0.04
107238;3;275;5;0;1;0
107203;3;262;4;1;1.82;-0.18
107112;3;262;5;6.2;3.85;1.41
78580;3;1371;5;0;11.72;0
107236;3;275;2;0;1;0
110725;3;275;4;0;1;0
81898;3;1371;5;0;1.84;0
77570;3;1371;4;0;3.76;0
75295;3;285;5;0;13;0
68770;3;277;4;0;2.39;0
113159;3;275;3;0;1;0
78605;3;264;4;9.6;7.72;2.7
110603;3;275;5;0;1;0
87228;3;282;2;5;9.13;0.15
83266;3;277;5;1.1;5.1;-0.34
78867;3;1371;4;0;2.87;0
72007;3;1371;4;0;4.14;0
69051;3;285;1;0;4;0
104519;3;1371;4;0;4.77;0
73992;3;262;2;0;6;0
111760;3;275;4;0;1;0
72142;3;264;3;0;5;0
107754;3;1371;5;0;6.86;0
85315;3;264;4;3.1;4.76;0.55
111407;3;264;4;0;2;0
112612;3;1371;5;0;2;0
83004;3;264;4;0;8;0
86841;3;285;4;0;7.55;0
84263;3;264;3;0;7;0
98952;3;264;5;1.4;3.54;0.1
63194;3;356;2;4.6;6.02;0.02
79701;3;284;4;0;3.62;0
72391;3;277;6;4.4;5.9;0.94
84339;3;356;2;5;4.39;0.63
104649;3;285;2;7.3;4.98;2.21
37788;3;356;1;0;3;0
103700;3;264;3;0;5;0
102352;3;264;4;1.9;0.94;0.23
78855;3;284;4;-2.6;0.74;-1.63
84523;3;356;5;1.4;4.9;0
102067;3;264;4;0;2.22;-0.78
81845;3;284;4;0;7;0
78865;3;285;4;0;7;0
86973;3;284;2;0;5;0
42222;3;356;5;0;6;0
100652;3;285;5;-1.1;1.47;-0.62
84817;3;356;5;-0.3;11.48;-1.4
112616;3;284;1;0;1;0
111813;3;284;5;0.8;9.31;-0.3
70934;3;356;3;0;4;0
98740;3;286;5;-0.1;1.36;-0.24
91201;3;284;5;0;10;0
91251;3;284;3;0;4;0
94916;3;282;4;5.7;12.21;0.64
86143;3;356;3;0;3;0
87929;3;356;4;-0.3;7.13;-0.87
98832;3;284;4;-0.5;5.17;-1.79
94894;3;286;5;0.7;9.92;-0.83
111697;3;1371;3;0;1;0
108355;3;286;4;0;3;0
107795;3;284;5;0;2;0
92630;3;280;4;1.5;11.99;-2.7
99918;3;284;4;0;3;0
91689;3;356;4;0;1.36;0
68690;3;292;5;-0.4;8.89;-0.73
78086;3;262;1;0;3;0
62020;3;284;5;0;17;0
42474;3;286;2;0;3.48;0
100107;3;284;4;0;5;0
91733;3;356;4;0.1;4.1;-0.34
100742;3;284;4;-2.6;8.13;-2.24
87863;3;262;4;0;13.85;0
56102;3;286;4;0;6.05;0
88597;3;356;4;0;6.83;0
63110;3;327;2;0;2.36;0
102878;3;293;4;1.1;7.76;-0.41
69054;3;286;1;7;3.15;2.26
70925;3;286;4;-1.3;7.38;-0.98
95638;3;356;3;5.5;5.51;1.5
101595;3;356;4;-0.4;3.9;-0.82
101483;3;356;5;0;5;0
82764;3;286;3;5.2;3.42;1.61
100830;3;284;1;2;4.81;-0.76
96382;3;356;3;0;5;0
68873;3;284;1;0;4;0
104153;3;264;4;0;1;0
110270;3;264;4;0;2;0
77931;3;286;4;0;4;0
71719;3;286;4;-2.5;1.19;-1.59
98289;3;284;5;0;5;0
78424;3;286;4;0;5;0
100842;3;284;3;0;1.95;0
70916;3;284;2;0;5.92;0
80281;3;286;3;0;3.42;0
104593;3;284;4;0;4;0
111891;3;264;2;0;1;0
105647;3;285;4;-0.1;3.09;-0.74
110303;3;356;5;0;3;0
84926;3;286;4;0;1;0
105837;3;284;5;0;2.09;0
105839;3;285;2;2.8;2.45;0.45
100987;3;285;4;0;1.1;0
72079;3;284;2;-1;3.95;-1.41
70046;3;284;2;0;6;0
50301;3;284;4;0;5;0
106820;3;284;5;0.3;7.33;-0.89
68817;3;284;3;0;4;0
93716;3;286;2;0;0.7;0
106681;3;284;5;0;1.32;0
106000;3;285;4;0;1;0
107750;3;284;2;-0.5;9.66;-0.92
110916;3;373;5;0;2.78;0
95803;3;286;5;0;3;0
95335;3;286;4;0;3.13;-0.4
102038;3;293;4;0;1;0
69040;3;277;1;0;3;0
107498;3;266;4;0;3;0
102906;3;293;1;0;2;0
106219;3;293;4;0;1;0
106047;3;264;6;2.95;5.88;0.32
101600;3;277;3;0;3;0
107195;3;293;5;0;1;0
73974;3;277;4;3;3.66;0.74
101912;3;277;4;0;3;0
112060;3;354;5;0;2.58;0
103445;3;277;5;0.8;7.55;-0.89
101798;3;286;4;-0.3;4.58;-0.54
103777;3;275;4;0;1;0
104580;3;277;4;0;5;0
112567;3;275;5;0;1;0
86797;3;277;5;0;5;0
107954;3;277;5;0;2;0
109703;3;286;3;0;2;0
104096;3;286;1;0;1;0
110607;3;277;4;4.6;6.6;0.75
111834;3;266;5;0;1;0
102330;3;286;2;7.8;3.15;2.44
78077;3;277;2;4.9;4.42;1.38
110415;3;277;5;0;1.51;0
111759;3;275;5;0;1;0
68832;3;292;4;-3.2;3.09;-1.65
105111;3;277;5;0;4;0
111636;3;277;2;0;1;0
106940;3;286;5;0;1;0
101716;3;286;4;0;2.96;-1.04
90566;3;277;4;0;2;0
110633;3;292;4;3.1;7.11;0.64
105899;3;277;4;0;3;0
78548;3;277;4;-1.9;8.98;-1.98
111721;3;286;2;0;2;0
85425;3;277;1;0;3.48;0
78856;3;292;4;1.1;3.95;-0.04
109830;3;277;3;0;2;0
107658;3;286;1;0;1;0
104401;3;286;3;4.6;3.21;1.33
111333;3;286;5;2.4;2.28;0.59
73332;3;1371;3;0;3;0
106629;3;277;3;0;2;0
83048;3;292;3;0.7;1.95;0.09
107228;3;275;3;0;1;0
82876;3;292;4;0;5;0
96468;3;285;1;10;5.67;2.67
79035;3;277;3;6.5;5.49;1.77
109497;3;277;5;2.1;3.18;0.39
94044;3;277;1;5;5.89;1.17
108799;3;286;1;0;1;0
81677;3;277;4;0;10;0
111831;3;266;5;0;1;0
96684;3;276;5;0.2;3.74;-0.43
99253;3;292;3;0;2;0
60969;3;292;2;-0.8;4.16;-0.84
107744;3;285;4;0;6.13;0
110605;3;277;4;0;4;0
69214;3;315;5;2.2;3.6;0.42
103088;3;285;3;1.3;0.74;0.04
90416;3;292;1;0;2;0
83772;3;292;5;0;6;0
87679;3;292;5;0;2.82;0
101885;3;292;5;0;5;0
85149;3;292;4;0;4;0
68929;3;315;5;0;4;0
90901;3;292;5;-5;0.86;-1.98
107745;3;285;5;0.5;4.26;-0.15
105840;3;285;3;0;0.71;0
89226;3;292;3;-3.5;3.97;-3.03
